Número del comprobante,Fecha,Descripción,Código de cuenta,Débito,Crédito,Detalle de la línea
RC-202608-0056,2026-08-07,Recaudo canon agosto — Carrera 75 # 86-74 Of. 1104,28150505,,5250000,Canon
RC-202608-0056,2026-08-07,Recaudo canon agosto — Carrera 75 # 86-74 Of. 1104,28150510,,680000,Cuota de administración
RC-202608-0061,2026-08-07,Recaudo canon agosto — Calle 85 # 78-24 Apto 1102,111005,4390000,,Pago de Marta Cecilia
RC-202608-0061,2026-08-07,Recaudo canon agosto — Calle 85 # 78-24 Apto 1102,28150505,,4100000,Canon
RC-202608-0061,2026-08-07,Recaudo canon agosto — Calle 85 # 78-24 Apto 1102,28150510,,290000,Cuota de administración
RC-202608-0062,2026-08-07,Recaudo canon agosto — Carrera 67 # 27-60 Bodega 5,111005,3950000,,Pago de Hernán Montoya
RC-202608-0062,2026-08-07,Recaudo canon agosto — Carrera 67 # 27-60 Bodega 5,28150505,,3650000,Canon
RC-202608-0062,2026-08-07,Recaudo canon agosto — Carrera 67 # 27-60 Bodega 5,28150510,,300000,Cuota de administración
RC-202608-0070,2026-08-07,Recaudo canon agosto — Diagonal 64B # 16-66 Apto 604,111005,3760000,,Pago de Luz Marina
RC-202608-0070,2026-08-07,Recaudo canon agosto — Diagonal 64B # 16-66 Apto 604,28150505,,3500000,Canon
RC-202608-0070,2026-08-07,Recaudo canon agosto — Diagonal 64B # 16-66 Apto 604,28150510,,260000,Cuota de administración
RC-202608-0086,2026-08-07,Recaudo canon agosto — Carrera 81C # 93-26 Apto 202,111005,2330000,,Pago de Manuela Bedoya
RC-202608-0086,2026-08-07,Recaudo canon agosto — Carrera 81C # 93-26 Apto 202,28150505,,2100000,Canon
RC-202608-0086,2026-08-07,Recaudo canon agosto — Carrera 81C # 93-26 Apto 202,28150510,,230000,Cuota de administración
RC-202608-0092,2026-08-07,Recaudo canon agosto — Carrera 52 # 95-89 Apto 104,111005,2600000,,Pago de Juliana Vargas
RC-202608-0092,2026-08-07,Recaudo canon agosto — Carrera 52 # 95-89 Apto 104,28150505,,2300000,Canon
RC-202608-0092,2026-08-07,Recaudo canon agosto — Carrera 52 # 95-89 Apto 104,28150510,,300000,Cuota de administración
CI-202608-0006,2026-08-07,Comisión 8% agosto — Carrera 6 # 81-14 Apto 901,28150505,352240,,Descuento de comisión e IVA
CI-202608-0006,2026-08-07,Comisión 8% agosto — Carrera 6 # 81-14 Apto 901,415510,,296000,Comisión de administración
CI-202608-0006,2026-08-07,Comisión 8% agosto — Carrera 6 # 81-14 Apto 901,240805,,56240,IVA 19 % sobre la comisión
CI-202608-0051,2026-08-07,Comisión 8% agosto — Diagonal 18D # 80-32 Casa 20,28150505,280840,,Descuento de comisión e IVA
CI-202608-0051,2026-08-07,Comisión 8% agosto — Diagonal 18D # 80-32 Casa 20,415510,,236000,Comisión de administración
CI-202608-0051,2026-08-07,Comisión 8% agosto — Diagonal 18D # 80-32 Casa 20,240805,,44840,IVA 19 % sobre la comisión
CI-202608-0053,2026-08-07,Comisión 8% agosto — Calle 48 # 53-65 Apto 1104,28150505,347480,,Descuento de comisión e IVA
CI-202608-0053,2026-08-07,Comisión 8% agosto — Calle 48 # 53-65 Apto 1104,415510,,292000,Comisión de administración
CI-202608-0053,2026-08-07,Comisión 8% agosto — Calle 48 # 53-65 Apto 1104,240805,,55480,IVA 19 % sobre la comisión
CI-202608-0055,2026-08-07,Comisión 10% agosto — Carrera 56 # 50-62 Apto 906,28150505,107100,,Descuento de comisión e IVA
CI-202608-0055,2026-08-07,Comisión 10% agosto — Carrera 56 # 50-62 Apto 906,415510,,90000,Comisión de administración
CI-202608-0055,2026-08-07,Comisión 10% agosto — Carrera 56 # 50-62 Apto 906,240805,,17100,IVA 19 % sobre la comisión
CI-202608-0056,2026-08-07,Comisión 10% agosto — Carrera 75 # 86-74 Of. 1104,28150505,624750,,Descuento de comisión e IVA
CI-202608-0056,2026-08-07,Comisión 10% agosto — Carrera 75 # 86-74 Of. 1104,415510,,525000,Comisión de administración
CI-202608-0056,2026-08-07,Comisión 10% agosto — Carrera 75 # 86-74 Of. 1104,240805,,99750,IVA 19 % sobre la comisión
CI-202608-0061,2026-08-07,Comisión 8% agosto — Calle 85 # 78-24 Apto 1102,28150505,390320,,Descuento de comisión e IVA
CI-202608-0061,2026-08-07,Comisión 8% agosto — Calle 85 # 78-24 Apto 1102,415510,,328000,Comisión de administración
CI-202608-0061,2026-08-07,Comisión 8% agosto — Calle 85 # 78-24 Apto 1102,240805,,62320,IVA 19 % sobre la comisión
CI-202608-0062,2026-08-07,Comisión 10% agosto — Carrera 67 # 27-60 Bodega 5,28150505,434350,,Descuento de comisión e IVA
CI-202608-0062,2026-08-07,Comisión 10% agosto — Carrera 67 # 27-60 Bodega 5,415510,,365000,Comisión de administración
CI-202608-0062,2026-08-07,Comisión 10% agosto — Carrera 67 # 27-60 Bodega 5,240805,,69350,IVA 19 % sobre la comisión
CI-202608-0070,2026-08-07,Comisión 8% agosto — Diagonal 64B # 16-66 Apto 604,28150505,333200,,Descuento de comisión e IVA
CI-202608-0070,2026-08-07,Comisión 8% agosto — Diagonal 64B # 16-66 Apto 604,415510,,280000,Comisión de administración
CI-202608-0070,2026-08-07,Comisión 8% agosto — Diagonal 64B # 16-66 Apto 604,240805,,53200,IVA 19 % sobre la comisión
CI-202608-0086,2026-08-07,Comisión 10% agosto — Carrera 81C # 93-26 Apto 202,28150505,249900,,Descuento de comisión e IVA
CI-202608-0086,2026-08-07,Comisión 10% agosto — Carrera 81C # 93-26 Apto 202,415510,,210000,Comisión de administración
CI-202608-0086,2026-08-07,Comisión 10% agosto — Carrera 81C # 93-26 Apto 202,240805,,39900,IVA 19 % sobre la comisión
CI-202608-0092,2026-08-07,Comisión 8% agosto — Carrera 52 # 95-89 Apto 104,28150505,218960,,Descuento de comisión e IVA
CI-202608-0092,2026-08-07,Comisión 8% agosto — Carrera 52 # 95-89 Apto 104,415510,,184000,Comisión de administración
CI-202608-0092,2026-08-07,Comisión 8% agosto — Carrera 52 # 95-89 Apto 104,240805,,34960,IVA 19 % sobre la comisión
CE-202608-0001,2026-08-07,Giro a propietario agosto — Calle 75 # 57-31 Apto 802,28150505,2142960,,Giro a Luisa Fernanda
CE-202608-0001,2026-08-07,Giro a propietario agosto — Calle 75 # 57-31 Apto 802,511580,8572,,GMF 4×1000
CE-202608-0001,2026-08-07,Giro a propietario agosto — Calle 75 # 57-31 Apto 802,111005,,2151532,BANCO_CAJA_SOCIAL 67867534509
CE-202608-0002,2026-08-07,Giro a propietario agosto — Carrera 39D # 12-92 Apto 1003,28150505,1409600,,Giro a Isabella Toro
CE-202608-0002,2026-08-07,Giro a propietario agosto — Carrera 39D # 12-92 Apto 1003,511580,5638,,GMF 4×1000
CE-202608-0002,2026-08-07,Giro a propietario agosto — Carrera 39D # 12-92 Apto 1003,111005,,1415238,BANCOLOMBIA 25680114194
CE-202608-0005,2026-08-07,Giro a propietario agosto — Calle 51 # 27-72 Casa 1,28150505,3127550,,Giro a Nataly Ramírez
CE-202608-0005,2026-08-07,Giro a propietario agosto — Calle 51 # 27-72 Casa 1,511580,12510,,GMF 4×1000
CE-202608-0005,2026-08-07,Giro a propietario agosto — Calle 51 # 27-72 Casa 1,111005,,3140060,BANCOLOMBIA 65163145182
CE-202608-0007,2026-08-07,Giro a propietario agosto — Carrera 29 # 35-73,28150505,1900080,,Giro a Gloria Inés
CE-202608-0007,2026-08-07,Giro a propietario agosto — Carrera 29 # 35-73,511580,7600,,GMF 4×1000
CE-202608-0007,2026-08-07,Giro a propietario agosto — Carrera 29 # 35-73,111005,,1907680,BANCOLOMBIA 65198980359
CE-202608-0010,2026-08-07,Giro a propietario agosto — Carrera 4 # 70-54 Of. 1505,28150505,4052600,,Giro a Camila Echeverri
CE-202608-0010,2026-08-07,Giro a propietario agosto — Carrera 4 # 70-54 Of. 1505,511580,16210,,GMF 4×1000
CE-202608-0010,2026-08-07,Giro a propietario agosto — Carrera 4 # 70-54 Of. 1505,111005,,4068810,BANCOLOMBIA 65160484045
CE-202608-0011,2026-08-07,Giro a propietario agosto — Calle 135 # 58-45 Apto 1103,28150505,3612100,,Giro a Luis Alberto
CE-202608-0011,2026-08-07,Giro a propietario agosto — Calle 135 # 58-45 Apto 1103,511580,14448,,GMF 4×1000
CE-202608-0011,2026-08-07,Giro a propietario agosto — Calle 135 # 58-45 Apto 1103,111005,,3626548,BANCO_CAJA_SOCIAL 23148712718
CE-202608-0012,2026-08-07,Giro a propietario agosto — Diagonal 38 # 84-69 Apto 1004,28150505,1673880,,Giro a Camila Arango
CE-202608-0012,2026-08-07,Giro a propietario agosto — Diagonal 38 # 84-69 Apto 1004,511580,6696,,GMF 4×1000
CE-202608-0012,2026-08-07,Giro a propietario agosto — Diagonal 38 # 84-69 Apto 1004,111005,,1680576,BANCO_OCCIDENTE 446967661
CE-202608-0013,2026-08-07,Giro a propietario agosto — Carrera 84 # 25-96 Apto 701,28150505,2985840,,Giro a Iván Darío
CE-202608-0013,2026-08-07,Giro a propietario agosto — Carrera 84 # 25-96 Apto 701,511580,11943,,GMF 4×1000
CE-202608-0013,2026-08-07,Giro a propietario agosto — Carrera 84 # 25-96 Apto 701,111005,,2997783,BANCO_BOGOTA 445110702
CE-202608-0014,2026-08-07,Giro a propietario agosto — Carrera 143 Sur # 44-68 Local 14,28150505,5021700,,Giro a Mariana Pérez
CE-202608-0014,2026-08-07,Giro a propietario agosto — Carrera 143 Sur # 44-68 Local 14,511580,20087,,GMF 4×1000
CE-202608-0014,2026-08-07,Giro a propietario agosto — Carrera 143 Sur # 44-68 Local 14,111005,,5041787,BANCOLOMBIA 25607323142
CE-202608-0023,2026-08-07,Giro a propietario agosto — Carrera 17 # 28-49 Apto 801,28150505,1266720,,Giro a Luisa Fernanda
CE-202608-0023,2026-08-07,Giro a propietario agosto — Carrera 17 # 28-49 Apto 801,511580,5067,,GMF 4×1000
CE-202608-0023,2026-08-07,Giro a propietario agosto — Carrera 17 # 28-49 Apto 801,111005,,1271787,BBVA 087117494485
CE-202608-0024,2026-08-07,Giro a propietario agosto — Calle 72 # 74-77 Apto 504,28150505,969100,,Giro a Fiduciaria del
CE-202608-0024,2026-08-07,Giro a propietario agosto — Calle 72 # 74-77 Apto 504,511580,3876,,GMF 4×1000
CE-202608-0024,2026-08-07,Giro a propietario agosto — Calle 72 # 74-77 Apto 504,111005,,972976,BANCOLOMBIA 28958747776
CE-202608-0026,2026-08-07,Giro a propietario agosto — Calle 45B # 81-25,28150505,5157360,,Giro a Camila Arango
CE-202608-0026,2026-08-07,Giro a propietario agosto — Calle 45B # 81-25,511580,20629,,GMF 4×1000
CE-202608-0026,2026-08-07,Giro a propietario agosto — Calle 45B # 81-25,111005,,5177989,BANCO_OCCIDENTE 446967661
CE-202608-0027,2026-08-07,Giro a propietario agosto — Diagonal 43 Bis # 37-8 Of. 202,28150505,3347800,,Giro a Mariana Pérez
CE-202608-0027,2026-08-07,Giro a propietario agosto — Diagonal 43 Bis # 37-8 Of. 202,511580,13391,,GMF 4×1000
CE-202608-0027,2026-08-07,Giro a propietario agosto — Diagonal 43 Bis # 37-8 Of. 202,111005,,3361191,BANCOLOMBIA 25607323142
CE-202608-0028,2026-08-07,Giro a propietario agosto — Carrera 9 # 26-93 Apto 901,28150505,1365550,,Giro a Nataly Rojas
CE-202608-0028,2026-08-07,Giro a propietario agosto — Carrera 9 # 26-93 Apto 901,511580,5462,,GMF 4×1000
CE-202608-0028,2026-08-07,Giro a propietario agosto — Carrera 9 # 26-93 Apto 901,111005,,1371012,BANCO_BOGOTA 041562547
CE-202608-0040,2026-08-07,Giro a propietario agosto — Calle 84C # 41-35 Casa 29,28150505,3660890,,Giro a Nataly Ramírez
CE-202608-0040,2026-08-07,Giro a propietario agosto — Calle 84C # 41-35 Casa 29,511580,14644,,GMF 4×1000
CE-202608-0040,2026-08-07,Giro a propietario agosto — Calle 84C # 41-35 Casa 29,111005,,3675534,BANCOLOMBIA 65163145182
CE-202608-0042,2026-08-07,Giro a propietario agosto — Diagonal 28 # 24-85 Apto 1402,28150505,3259700,,Giro a Gloria Inés
CE-202608-0042,2026-08-07,Giro a propietario agosto — Diagonal 28 # 24-85 Apto 1402,511580,13039,,GMF 4×1000
CE-202608-0042,2026-08-07,Giro a propietario agosto — Diagonal 28 # 24-85 Apto 1402,111005,,3272739,BANCO_OCCIDENTE 021462637
CE-202608-0048,2026-08-07,Giro a propietario agosto — Calle 17 # 58-43 Apto 401,28150505,3973405,,Giro a Yolanda Cardona
CE-202608-0048,2026-08-07,Giro a propietario agosto — Calle 17 # 58-43 Apto 401,511580,15894,,GMF 4×1000
CE-202608-0048,2026-08-07,Giro a propietario agosto — Calle 17 # 58-43 Apto 401,111005,,3989299,BANCOLOMBIA 40796943881
CE-202608-0049,2026-08-07,Giro a propietario agosto — Carrera 161 # 4-10 Casa 27,28150505,6514560,,Giro a Camilo Arango
CE-202608-0049,2026-08-07,Giro a propietario agosto — Carrera 161 # 4-10 Casa 27,511580,26058,,GMF 4×1000
CE-202608-0049,2026-08-07,Giro a propietario agosto — Carrera 161 # 4-10 Casa 27,111005,,6540618,NEQUI 3500194047
CE-202608-0052,2026-08-07,Giro a propietario agosto — Calle 53 # 60-72 Apto 1103,28150505,1764360,,Giro a Édgar Cardona
CE-202608-0052,2026-08-07,Giro a propietario agosto — Calle 53 # 60-72 Apto 1103,511580,7057,,GMF 4×1000
CE-202608-0052,2026-08-07,Giro a propietario agosto — Calle 53 # 60-72 Apto 1103,111005,,1771417,BANCO_POPULAR 170824366
CE-202608-0060,2026-08-07,Giro a propietario agosto — Calle 4 # 45-16,28150505,2714400,,Giro a Felipe Castro
CE-202608-0060,2026-08-07,Giro a propietario agosto — Calle 4 # 45-16,511580,10858,,GMF 4×1000
CE-202608-0060,2026-08-07,Giro a propietario agosto — Calle 4 # 45-16,111005,,2725258,NEQUI 3118260159
CE-202608-0064,2026-08-07,Giro a propietario agosto — Calle 6 Bis # 10-96 Local 18,28150505,8325450,,Giro a Marta Cecilia
CE-202608-0064,2026-08-07,Giro a propietario agosto — Calle 6 Bis # 10-96 Local 18,511580,33302,,GMF 4×1000
CE-202608-0064,2026-08-07,Giro a propietario agosto — Calle 6 Bis # 10-96 Local 18,111005,,8358752,BANCOLOMBIA 40777195918
CE-202608-0065,2026-08-07,Giro a propietario agosto — Calle 28 # 42-20 Apto 1403,28150505,3169795,,Giro a Daniela Quintero
CE-202608-0065,2026-08-07,Giro a propietario agosto — Calle 28 # 42-20 Apto 1403,511580,12679,,GMF 4×1000
CE-202608-0065,2026-08-07,Giro a propietario agosto — Calle 28 # 42-20 Apto 1403,111005,,3182474,DAVIVIENDA 382333651123
CE-202608-0067,2026-08-07,Giro a propietario agosto — Calle 22 # 77-35 Apto 1804,28150505,1517930,,Giro a Gloria Inés
CE-202608-0067,2026-08-07,Giro a propietario agosto — Calle 22 # 77-35 Apto 1804,511580,6072,,GMF 4×1000
CE-202608-0067,2026-08-07,Giro a propietario agosto — Calle 22 # 77-35 Apto 1804,111005,,1524002,DAVIVIENDA 233260227330
CE-202608-0072,2026-08-07,Giro a propietario agosto — Transversal 135 # 75-66 Apto 404,28150505,1583400,,Giro a Hernán Hoyos
CE-202608-0072,2026-08-07,Giro a propietario agosto — Transversal 135 # 75-66 Apto 404,511580,6334,,GMF 4×1000
CE-202608-0072,2026-08-07,Giro a propietario agosto — Transversal 135 # 75-66 Apto 404,111005,,1589734,BANCOLOMBIA 25633012385
CE-202608-0075,2026-08-07,Giro a propietario julio (atrasado) — Calle 6 # 82-49 Local 16,28150505,3656150,,Giro a Iván Darío
CE-202608-0075,2026-08-07,Giro a propietario julio (atrasado) — Calle 6 # 82-49 Local 16,511580,14625,,GMF 4×1000
CE-202608-0075,2026-08-07,Giro a propietario julio (atrasado) — Calle 6 # 82-49 Local 16,111005,,3670775,BANCO_BOGOTA 445110702
CE-202608-0081,2026-08-07,Giro a propietario agosto — Avenida 41 # 29-72 Apto 102,28150505,2114400,,Giro a Nataly Ramírez
CE-202608-0081,2026-08-07,Giro a propietario agosto — Avenida 41 # 29-72 Apto 102,511580,8458,,GMF 4×1000
CE-202608-0081,2026-08-07,Giro a propietario agosto — Avenida 41 # 29-72 Apto 102,111005,,2122858,BANCOLOMBIA 65163145182
CE-202608-0085,2026-08-07,Giro a propietario agosto — Calle 14 # 55-49 Local 13,28150505,5594350,,Giro a Felipe Castro
CE-202608-0085,2026-08-07,Giro a propietario agosto — Calle 14 # 55-49 Local 13,511580,22377,,GMF 4×1000
CE-202608-0085,2026-08-07,Giro a propietario agosto — Calle 14 # 55-49 Local 13,111005,,5616727,NEQUI 3118260159
CE-202608-0088,2026-08-07,Giro a propietario agosto — Transversal 11 # 41-72 Apto 502,28150505,3125150,,Giro a Constructora Altavista
CE-202608-0088,2026-08-07,Giro a propietario agosto — Transversal 11 # 41-72 Apto 502,511580,12501,,GMF 4×1000
CE-202608-0088,2026-08-07,Giro a propietario agosto — Transversal 11 # 41-72 Apto 502,111005,,3137651,DAVIVIENDA 533431584942
CE-202608-0089,2026-08-07,Giro a propietario agosto — Carrera 61A # 98-95 Local 18,28150505,5609760,,Giro a Felipe Ospina
CE-202608-0089,2026-08-07,Giro a propietario agosto — Carrera 61A # 98-95 Local 18,511580,22439,,GMF 4×1000
CE-202608-0089,2026-08-07,Giro a propietario agosto — Carrera 61A # 98-95 Local 18,111005,,5632199,DAVIVIENDA 490654387374
CE-202608-0091,2026-08-07,Giro a propietario agosto — Avenida 44 # 29-91 Apto 102,28150505,1919735,,Giro a Constructora Altavista
CE-202608-0091,2026-08-07,Giro a propietario agosto — Avenida 44 # 29-91 Apto 102,511580,7679,,GMF 4×1000
CE-202608-0091,2026-08-07,Giro a propietario agosto — Avenida 44 # 29-91 Apto 102,111005,,1927414,DAVIVIENDA 533431584942
CA-202608-0046,2026-08-07,Pago administración agosto — Carrera 77 # 16-47 Local 14,28150510,370000,,Cuota de administración
CA-202608-0046,2026-08-07,Pago administración agosto — Carrera 77 # 16-47 Local 14,111005,,370000,Transferencia a la copropiedad
CA-202608-0062,2026-08-07,Pago administración agosto — Calle 6 # 82-49 Local 16,28150510,240000,,Cuota de administración
CA-202608-0062,2026-08-07,Pago administración agosto — Calle 6 # 82-49 Local 16,111005,,240000,Transferencia a la copropiedad
RC-202608-0025,2026-08-08,Recaudo canon julio (atrasado) — Calle 45B # 81-25,111005,5700000,,Pago de Nicolás Londoño
RC-202608-0025,2026-08-08,Recaudo canon julio (atrasado) — Calle 45B # 81-25,28150505,,5700000,Canon
RC-202608-0090,2026-08-08,Recaudo canon julio (atrasado) — Avenida 44 # 29-91 Apto 102,111005,2580000,,Pago de Héctor Fabio
RC-202608-0090,2026-08-08,Recaudo canon julio (atrasado) — Avenida 44 # 29-91 Apto 102,28150505,,2150000,Canon
RC-202608-0090,2026-08-08,Recaudo canon julio (atrasado) — Avenida 44 # 29-91 Apto 102,28150510,,430000,Cuota de administración
CI-202608-0025,2026-08-08,Comisión 8% julio (atrasado) — Calle 45B # 81-25,28150505,542640,,Descuento de comisión e IVA
CI-202608-0025,2026-08-08,Comisión 8% julio (atrasado) — Calle 45B # 81-25,415510,,456000,Comisión de administración
CI-202608-0025,2026-08-08,Comisión 8% julio (atrasado) — Calle 45B # 81-25,240805,,86640,IVA 19 % sobre la comisión
CI-202608-0090,2026-08-08,Comisión 9% julio (atrasado) — Avenida 44 # 29-91 Apto 102,28150505,230265,,Descuento de comisión e IVA
CI-202608-0090,2026-08-08,Comisión 9% julio (atrasado) — Avenida 44 # 29-91 Apto 102,415510,,193500,Comisión de administración
CI-202608-0090,2026-08-08,Comisión 9% julio (atrasado) — Avenida 44 # 29-91 Apto 102,240805,,36765,IVA 19 % sobre la comisión
CE-202608-0039,2026-08-08,Giro a propietario julio (atrasado) — Calle 84C # 41-35 Casa 29,28150505,3660890,,Giro a Nataly Ramírez
CE-202608-0039,2026-08-08,Giro a propietario julio (atrasado) — Calle 84C # 41-35 Casa 29,511580,14644,,GMF 4×1000
CE-202608-0039,2026-08-08,Giro a propietario julio (atrasado) — Calle 84C # 41-35 Casa 29,111005,,3675534,BANCOLOMBIA 65163145182
CE-202608-0082,2026-08-08,Giro a propietario agosto — Calle 159 # 86-84 Apto 1004,28150505,2026300,,Giro a Héctor Fabio
